"survey_id","site_code","country","ecoregion","area","program","latitude","longitude","survey_date","depth","number_individuals","total_biomass","sp_richness","sp_evenness","shannon","size_cwm_total","size_cwm_biomass"
923400013,"SBIR16","Australia","Bassian","Tasmania","FRDC",-43.04,147.49,2021-03-31,5.3,51,6186.42,21,0.684972640983188,2.69319298753257,13.0392156862745,24.7514434034547
923400014,"SBIR16","Australia","Bassian","Tasmania","FRDC",-43.04,147.49,2021-03-31,5.2,31,7117.0786,14,0.727345490065734,2.49769510612571,21.6935483870968,26.9572031282611
923400015,"SBIR16","Australia","Bassian","Tasmania","FRDC",-43.04,147.49,2021-03-31,5.1,32,11473.9084,21,0.840563906222957,2.91317250839448,23.515625,34.9984573913803
923400016,"SBIR19","Australia","Bassian","Tasmania","FRDC",-43.07,147.63,2020-02-14,5.2,11,2987.8829,9,0.894885517702586,2.14584175259475,19.3181818181818,32.2758625346395
923400017,"SBIR19","Australia","Bassian","Tasmania","FRDC",-43.07,147.63,2020-02-14,5.3,52,2805.943,7,0.226639781966308,0.895509014875037,11.6826923076923,25.4775365180262
923400018,"SBIR19","Australia","Bassian","Tasmania","FRDC",-43.07,147.63,2020-02-14,5.1,23,5155.4184,14,0.793258582955508,2.48725769859315,18.695652173913,30.1964008391637
923400019,"SBIR07","Australia","Bassian","Tasmania","FRDC",-43.13,147.4,2019-03-14,5.1,27,5717.792,14,0.757602899514763,2.49693556601253,21.2037037037037,32.4505704299842
923400020,"SBIR19","Australia","Bassian","Tasmania","FRDC",-43.07,147.63,2020-02-14,5.4,23,6836.055,15,0.804266136187961,2.52177181808504,21.8478260869565,33.9071649145596
923400021,"RR","Australia","Bassian","Tasmania","FRDC",-43.1,147.68,2021-03-31,5.4,31,6441.6977,21,0.846921722245998,2.90831835739328,19.1935483870968,26.0546517496467
923400022,"RR","Australia","Bassian","Tasmania","FRDC",-43.1,147.68,2021-03-31,5.3,47,10229.631,21,0.708540595954322,2.72798587622775,21.0106382978723,26.3241236169711
923400023,"RR","Australia","Bassian","Tasmania","FRDC",-43.1,147.68,2021-03-31,5.2,16,5549.4053,9,0.757659765557392,2.10067892127926,28.75,31.6925513622153
923400024,"RR","Australia","Bassian","Tasmania","FRDC",-43.1,147.68,2021-03-31,5.1,57,4430.6229,15,0.430991685112788,1.74252147892141,13.7719298245614,25.3655247324253
923400025,"TAS173","Australia","Bassian","Tasmania","FRDC",-43.09,147.37,2019-03-15,5.2,206,5906.5013,23,0.269306626951121,1.43483235982998,6.33495145631068,22.1525036318878
923400026,"TAS173","Australia","Bassian","Tasmania","FRDC",-43.09,147.37,2019-03-15,5.1,37,2817.3305,22,0.809965067026742,2.92471736914294,11.6891891891892,18.5274042218334
923400027,"TAS173","Australia","Bassian","Tasmania","FRDC",-43.09,147.37,2019-03-15,5.4,52,4463.6683,24,0.707077518049293,2.79383560174241,14.9519230769231,22.632184217183
923400028,"TAS173","Australia","Bassian","Tasmania","FRDC",-43.09,147.37,2019-03-15,5.3,154,4235.1715,24,0.398405812491419,2.00675119404537,7.17532467532468,23.0362085691217
923400029,"SBIR24","Australia","Bassian","Tasmania","FRDC",-43.05,147.49,2021-03-17,5.2,17,8674.0337,13,0.874006589788919,2.47624713298303,28.9705882352941,38.7865948399532
923400030,"SBIR24","Australia","Bassian","Tasmania","FRDC",-43.05,147.49,2021-03-17,5.1,49,15757.7226,24,0.760047162325143,2.95796697385837,24.8979591836735,30.7644828701325
923400031,"SBIR02","Australia","Bassian","Tasmania","FRDC",-43.06,147.42,2021-04-01,5.4,88,21715.616,22,0.434913059795805,1.94725225372112,24.2329545454545,27.4348582490131
923400032,"SBIR02","Australia","Bassian","Tasmania","FRDC",-43.06,147.42,2021-04-01,5.3,212,39440.3765,9,0.0607622142735744,0.325478042996509,24.5872641509434,24.9007550485731
923400033,"TAS179","Australia","Bassian","Tasmania","FRDC",-43.06,147.42,2019-03-29,5.4,14,4410.4841,7,0.655468947554886,1.72982013037992,23.2142857142857,31.0809960747846
923400034,"TAS179","Australia","Bassian","Tasmania","FRDC",-43.06,147.42,2019-03-29,5.2,29,2063.2997,16,0.775629504590484,2.61177399642201,10.6034482758621,20.9605107294883
923400035,"TAS179","Australia","Bassian","Tasmania","FRDC",-43.06,147.42,2019-03-29,5.3,96,12199.897,22,0.380797243052041,1.73809120764052,16.1458333333333,29.6889991366321
923400036,"ADV","Australia","Bassian","Tasmania","FRDC",-43.33,147.33,2019-03-28,5.3,90,1037.1848,15,0.302007075368543,1.35897435825153,6.72222222222222,17.2441053898977
923400037,"ADV","Australia","Bassian","Tasmania","FRDC",-43.33,147.33,2019-03-28,5.4,23,1547.4585,12,0.586517165911016,1.83902118125715,11.7391304347826,23.7401308338802
923400038,"TAS179","Australia","Bassian","Tasmania","FRDC",-43.06,147.42,2019-03-29,5.1,221,7425.4377,33,0.424244710968786,2.29014197506788,7.98642533936652,25.4497268558323
923400039,"SBIR15","Australia","Bassian","Tasmania","FRDC",-43.19,147.71,2021-03-18,5.4,18,7830.3904,15,0.920062511143956,2.65932269770952,25.6944444444444,41.6837949740028
923400040,"SBIR17","Australia","Bassian","Tasmania","FRDC",-42.96,147.67,2021-03-17,5.4,203,2881.7756,28,0.446991111817062,2.37495584788495,9.15024630541872,12.6062436124451
923400041,"SBIR17","Australia","Bassian","Tasmania","FRDC",-42.96,147.67,2021-03-17,5.3,191,6657.5952,22,0.409301432748456,2.14976303928613,9.9738219895288,32.3966094393964
923400042,"SBIR17","Australia","Bassian","Tasmania","FRDC",-42.96,147.67,2021-03-17,5.2,698,9823.2209,26,0.200383910974278,1.312157753728,6.9878223495702,27.4273700543576
923400043,"ADV","Australia","Bassian","Tasmania","FRDC",-43.33,147.33,2019-03-28,5.1,23,6198.0033,16,0.831704622861161,2.60780503434271,21.8478260869565,34.5381120965199
923400044,"SBIR17","Australia","Bassian","Tasmania","FRDC",-42.96,147.67,2021-03-17,5.1,378,8964.9012,31,0.293278321928441,1.74057581051415,7.67195767195767,31.916148083149
923400045,"ADV","Australia","Bassian","Tasmania","FRDC",-43.33,147.33,2019-03-28,5.2,10,1800.5111,10,1,2.30258509299405,18.25,30.1897855558902
923400046,"TAS185","Australia","Bassian","Tasmania","FRDC",-43.04,147.47,2019-03-29,5.2,74,4067.3457,16,0.506995482994531,2.18214156076895,10.5743243243243,25.3478951272817
923400047,"TAS185","Australia","Bassian","Tasmania","FRDC",-43.04,147.47,2019-03-29,5.1,53,6029.8327,16,0.558150602412758,2.21602082330362,12.5,29.5599037515585
923400048,"TAS185","Australia","Bassian","Tasmania","FRDC",-43.04,147.47,2019-03-29,5.4,132,8981.1127,33,0.558926935590763,2.72912951568789,10.5871212121212,26.658986224502
923400049,"TAS185","Australia","Bassian","Tasmania","FRDC",-43.04,147.47,2019-03-29,5.3,71,3377.0946,21,0.561934731624213,2.39534787270514,10.8098591549296,20.2427831752181
923400050,"TAS158","Australia","Bassian","Tasmania","FRDC",-43.2,147.42,2021-03-23,5.4,29,1809.267,10,0.600807406417764,2.02309627425552,9.6551724137931,24.1948352564878
923400051,"SBIR06","Australia","Bassian","Tasmania","FRDC",-43.1,147.39,2019-03-15,5.1,86,12854.042,27,0.591628903028089,2.6353206045886,19.2151162790698,26.7988781661053
923400052,"SBIR06","Australia","Bassian","Tasmania","FRDC",-43.1,147.39,2019-03-15,5.3,84,4408.0614,20,0.514670574787037,2.28041102863675,9.73214285714286,21.894001691991
923400053,"SBIR06","Australia","Bassian","Tasmania","FRDC",-43.1,147.39,2019-03-15,5.2,23,4874.0747,17,0.877406271524928,2.75110228938637,16.7391304347826,33.1016683022934
923400054,"TAS158","Australia","Bassian","Tasmania","FRDC",-43.2,147.42,2021-03-23,5.3,8,1603.3631,8,1,2.07944154167984,18.125,29.8209822216814
923400055,"TAS158","Australia","Bassian","Tasmania","FRDC",-43.2,147.42,2021-03-23,5.2,71,2073.2905,17,0.50073169954304,2.13445893943882,9.40140845070423,23.2910456831785
923400056,"SBIR06","Australia","Bassian","Tasmania","FRDC",-43.1,147.39,2019-03-15,5.4,118,11637.2807,29,0.580080439905223,2.76738083560913,14.0677966101695,27.4303930169872
923400057,"TAS158","Australia","Bassian","Tasmania","FRDC",-43.2,147.42,2021-03-23,5.1,9,3089.6943,8,0.929896694047616,2.04319187054512,22.2222222222222,42.3577673202168
923400058,"SBIR15","Australia","Bassian","Tasmania","FRDC",-43.19,147.71,2021-03-18,5.2,31,3985.3584,10,0.411130931907775,1.41181835953935,18.9516129032258,27.130768778537
923400059,"SBIR15","Australia","Bassian","Tasmania","FRDC",-43.19,147.71,2021-03-18,5.3,139,12411.7914,12,0.229703064523849,1.13346378425317,16.7805755395683,20.2692460654793
923400060,"SBIR15","Australia","Bassian","Tasmania","FRDC",-43.19,147.71,2021-03-18,5.1,7,2522.7179,6,0.898226517969136,1.74786809746676,25.3571428571429,34.5356245539781
923400061,"SBIR02","Australia","Bassian","Tasmania","FRDC",-43.06,147.42,2021-04-01,5.2,27,5845.3833,15,0.785719314021158,2.58960268148256,19.537037037037,24.0484020098391
923400062,"SBIR02","Australia","Bassian","Tasmania","FRDC",-43.06,147.42,2021-04-01,5.1,44,8446.0418,24,0.763666290580658,2.88985806058814,18.9772727272727,24.5146513186804
923400063,"LPN","Australia","Bassian","Tasmania","FRDC",-43.13,147.7,2021-03-18,5.1,22,3784.267,17,0.898070988992011,2.7759755531038,17.8409090909091,24.2850425194628
923400064,"SBIR09","Australia","Bassian","Tasmania","FRDC",-43.16,147.39,2019-03-29,5.1,72,7721.8213,17,0.483184654634759,2.06641944170495,14.5486111111111,32.4093454804503
923400065,"SBIR09","Australia","Bassian","Tasmania","FRDC",-43.16,147.39,2019-03-29,5.3,77,2685.2486,19,0.373200428750273,1.62111004584355,7.46753246753247,21.4932724478471
923400066,"SBIR09","Australia","Bassian","Tasmania","FRDC",-43.16,147.39,2019-03-29,5.2,107,3740.4833,15,0.416708920224024,1.94720945800031,9.41588785046729,21.5159948047355
923400067,"SBIR09","Australia","Bassian","Tasmania","FRDC",-43.16,147.39,2019-03-29,5.4,109,6167.4793,36,0.591835629406724,2.77650682664499,9.8394495412844,18.5569827936026
923400068,"TAS162","Australia","Bassian","Tasmania","FRDC",-43.17,147.4,2021-03-30,5.3,183,4698.4352,11,0.26308697050927,1.37054792986104,9.84972677595628,27.2668192805979
923400069,"TAS162","Australia","Bassian","Tasmania","FRDC",-43.17,147.4,2021-03-30,5.4,110,1332.7192,10,0.415731216406815,1.95413642016723,7.75,11.9052304866622
923400070,"TAS162","Australia","Bassian","Tasmania","FRDC",-43.17,147.4,2021-03-30,5.1,344,4926.1387,16,0.285316032856303,1.66642870701704,8.21947674418605,19.4951885439198
923400071,"TAS162","Australia","Bassian","Tasmania","FRDC",-43.17,147.4,2021-03-30,5.2,288,10531.8301,18,0.304076198248566,1.72197149363161,9.19270833333333,36.5003149120303
923400072,"LPN","Australia","Bassian","Tasmania","FRDC",-43.13,147.7,2021-03-18,5.3,17,2684.3743,10,0.77679559629763,2.20082764903455,15.7352941176471,27.985323432727
923400073,"LPN","Australia","Bassian","Tasmania","FRDC",-43.13,147.7,2021-03-18,5.2,18,4228.7667,12,0.813479192669231,2.35125728412732,21.25,26.2647861372915
923400074,"LPN","Australia","Bassian","Tasmania","FRDC",-43.13,147.7,2021-03-18,5.4,40,6011.8802,16,0.650594018364044,2.39996290731255,20.5625,25.7380242706766
923400075,"SBIR22","Australia","Bassian","Tasmania","FRDC",-43.14,147.67,2020-02-14,5.4,69,5275.6704,12,0.355145397365735,1.50372343706404,13.5869565217391,26.132006986259
923400076,"SBIR22","Australia","Bassian","Tasmania","FRDC",-43.14,147.67,2020-02-14,5.3,17,5717.5631,14,0.913652749840626,2.58857316268212,23.3823529411765,41.5847144301739
923400077,"SBIR22","Australia","Bassian","Tasmania","FRDC",-43.14,147.67,2020-02-14,5.2,21,4575.5502,14,0.840035766327947,2.55750773907562,21.7857142857143,33.7456294327183
923400078,"SBIR22","Australia","Bassian","Tasmania","FRDC",-43.14,147.67,2020-02-14,5.1,271,36223.029,49,0.531271572344467,2.97624647442929,18.0258302583026,27.5848488954361
923400079,"TAS170","Australia","Bassian","Tasmania","FRDC",-43.11,147.72,2020-02-13,5.3,454,12185.3803,27,0.246047629022102,1.50534330970484,6.20044052863436,35.5270439323096
923400080,"TAS415","Australia","Bassian","Tasmania","FRDC",-43.11,147.39,2019-03-14,5.1,30,3927.1148,15,0.729127151543361,2.47990535872806,14.5833333333333,19.1856170081914
923400081,"TAS170","Australia","Bassian","Tasmania","FRDC",-43.11,147.72,2020-02-13,5.4,458,9550.1981,30,0.287492189116584,1.76142703417192,4.54148471615721,31.4085229027867
923400082,"TAS415","Australia","Bassian","Tasmania","FRDC",-43.11,147.39,2019-03-14,5.2,45,5807.6089,20,0.703567449289803,2.67824381823488,14.6111111111111,21.7031320325306
923400083,"TAS170","Australia","Bassian","Tasmania","FRDC",-43.11,147.72,2020-02-13,5.1,672,41150.754,32,0.313439201937049,2.04057017865759,7.67485119047619,28.2347189251988
923400084,"TAS415","Australia","Bassian","Tasmania","FRDC",-43.11,147.39,2019-03-14,5.3,164,4470.2272,17,0.21004626869728,1.071207914019,5.41158536585366,19.4696842813716
923400085,"TAS170","Australia","Bassian","Tasmania","FRDC",-43.11,147.72,2020-02-13,5.2,601,28670.2701,37,0.331272480450898,2.11967841536403,6.65141430948419,26.1762167702773
923400086,"TAS415","Australia","Bassian","Tasmania","FRDC",-43.11,147.39,2019-03-14,5.4,173,10711.0198,42,0.534461889286855,2.75423796164135,10.606936416185,19.4068903691131
923400087,"SBIR23","Australia","Bassian","Tasmania","FRDC",-43.15,147.7,2020-02-13,5.4,11,2310.7617,8,0.84232827655388,2.01981499249295,18.1818181818182,25.9493309067742
923400088,"SBIR14","Australia","Bassian","Tasmania","FRDC",-43.25,147.42,2019-03-28,5.1,30,6147.9325,15,0.744511384948505,2.53223017310452,22.1666666666667,29.8358292808192
923400089,"SBIR14","Australia","Bassian","Tasmania","FRDC",-43.25,147.42,2019-03-28,5.2,70,5283.6118,15,0.310796609662719,1.32041791739713,11.7857142857143,28.5819663643722
923400090,"SBIR23","Australia","Bassian","Tasmania","FRDC",-43.15,147.7,2020-02-13,5.2,14,4393.4693,9,0.744673875526129,1.96523704938023,23.2142857142857,32.8990463185893
923400091,"SBIR23","Australia","Bassian","Tasmania","FRDC",-43.15,147.7,2020-02-13,5.3,11,3331.59,9,0.875048115456911,2.09827373952525,20.6818181818182,35.1866773072317
923400092,"SBIR23","Australia","Bassian","Tasmania","FRDC",-43.15,147.7,2020-02-13,5.1,15,7044.0112,8,0.699511413770145,1.89431202473353,26.6666666666667,32.4676479787539
923400093,"SBIR14","Australia","Bassian","Tasmania","FRDC",-43.25,147.42,2019-03-28,5.3,14,2823.6632,11,0.887435913555489,2.34199425223242,23.5714285714286,26.1954938535162
923400094,"SBIR14","Australia","Bassian","Tasmania","FRDC",-43.25,147.42,2019-03-28,5.4,20,2348.556,12,0.764404595246615,2.28995151603326,16,20.0248386668234
923400095,"SBIR24","Australia","Bassian","Tasmania","FRDC",-43.05,147.49,2021-03-17,5.4,40,14333.3531,27,0.857830367270628,3.16443281693963,22.4375,35.9487357497667
923400096,"SBIR24","Australia","Bassian","Tasmania","FRDC",-43.05,147.49,2021-03-17,5.3,26,3839.9879,21,0.911997697211705,2.97137653996902,15.6730769230769,26.0826659115254
923400097,"SBIR18S","Australia","Bassian","Tasmania","FRDC",-43.05,147.62,2020-03-18,5.2,18,7761.3381,16,0.946708340762637,2.73633905110507,26.5277777777778,37.4758245295357
923400098,"SBIR18S","Australia","Bassian","Tasmania","FRDC",-43.05,147.62,2020-03-18,5.1,11,3082.0967,8,0.84232827655388,2.01981499249295,24.0909090909091,31.1865797396947
923400099,"SBIR18S","Australia","Bassian","Tasmania","FRDC",-43.05,147.62,2020-03-18,5.4,23,4168.8959,15,0.811521744946074,2.54452173737915,16.5217391304348,30.4606833670277
923400100,"SBIR18S","Australia","Bassian","Tasmania","FRDC",-43.05,147.62,2020-03-18,5.3,36,6168.9331,14,0.623743111271704,2.23519525197369,14.7916666666667,28.5643787010756
923400101,"SBIR18N","Australia","Bassian","Tasmania","FRDC",-43.02,147.62,2020-03-18,5.3,15,8630.0514,11,0.863489053434765,2.33837170480357,29.3333333333333,40.775836167094
923400102,"SBIR07","Australia","Bassian","Tasmania","FRDC",-43.13,147.4,2019-03-14,5.2,10,312.7259,8,0.856863623584101,1.97300140639361,9.75,15.3150274729404
923400103,"SBIR18N","Australia","Bassian","Tasmania","FRDC",-43.02,147.62,2020-03-18,5.2,5,224.3789,5,1,1.6094379124341,11.5,11.9064793971269
923400104,"SBIR07","Australia","Bassian","Tasmania","FRDC",-43.13,147.4,2019-03-14,5.3,67,7095.1505,38,0.786201102847434,3.30573397449965,14.4029850746269,27.2986864408303
923400105,"SBIR18N","Australia","Bassian","Tasmania","FRDC",-43.02,147.62,2020-03-18,5.1,17,1730.4741,11,0.816441756349337,2.31315367873363,13.8235294117647,23.9600273416401
923400106,"SBIR07","Australia","Bassian","Tasmania","FRDC",-43.13,147.4,2019-03-14,5.4,51,3674.7403,32,0.838817120104775,3.29808265399595,13.2843137254902,24.0662617709339
923400107,"SBIR18N","Australia","Bassian","Tasmania","FRDC",-43.02,147.62,2020-03-18,5.4,25,3468.175,9,0.454261769985045,1.4622122295667,10.6,40.4421012492161
923400108,"SBIR26","Australia","Bassian","Tasmania","FRDC",-43.06,147.49,2020-03-18,5.1,321,7434.7145,19,0.221618640278782,1.27905893415712,5.83333333333333,37.4755123750885
923400109,"SBIR20","Australia","Bassian","Tasmania","FRDC",-43.1,147.69,2020-02-07,5.2,198,3642.9925,22,0.339702780512428,1.79643901441914,7.48737373737374,24.055740507289
923400110,"TAS174","Australia","Bassian","Tasmania","FRDC",-43.07,147.37,2019-03-06,5.4,29,2959.0219,14,0.690451504951684,2.32495447343169,14.8275862068966,25.9012190818865
923400111,"SBIR26","Australia","Bassian","Tasmania","FRDC",-43.06,147.49,2020-03-18,5.2,130,11937.9421,16,0.221871282930443,1.07996611323071,8.53846153846154,43.0192726851976
923400112,"SBIR20","Australia","Bassian","Tasmania","FRDC",-43.1,147.69,2020-02-07,5.3,225,6229.3255,32,0.425690147675237,2.30558058003831,7.54444444444444,25.3066683945156
923400113,"SBIR26","Australia","Bassian","Tasmania","FRDC",-43.06,147.49,2020-03-18,5.3,24,5639.0732,12,0.735372104332154,2.33705213290383,17.0833333333333,38.7357371509205
923400114,"TAS174","Australia","Bassian","Tasmania","FRDC",-43.07,147.37,2019-03-06,5.2,48,11159.0601,42,0.95523694206224,3.6979142157679,18.8020833333333,35.2736447982747
923400115,"SBIR26","Australia","Bassian","Tasmania","FRDC",-43.06,147.49,2020-03-18,5.4,22,10876.2243,17,0.898070988992011,2.7759755531038,30.4545454545455,39.7151076591901
923400116,"SBIR20","Australia","Bassian","Tasmania","FRDC",-43.1,147.69,2020-02-07,5.1,326,3267.2849,15,0.234019055630146,1.354244260216,6.94018404907975,17.53718806401
923400117,"TAS174","Australia","Bassian","Tasmania","FRDC",-43.07,147.37,2019-03-06,5.3,40,7800.9448,25,0.839040184799718,3.09511809888364,18.375,28.8129827235798
923400118,"TAS174","Australia","Bassian","Tasmania","FRDC",-43.07,147.37,2019-03-06,5.1,71,9948.9812,40,0.81035956767121,3.45430342227997,16.056338028169,32.6975605803738
923400119,"SBIR20","Australia","Bassian","Tasmania","FRDC",-43.1,147.69,2020-02-07,5.4,429,2736.5973,11,0.268387574009073,1.6268197174316,5.495337995338,15.1002959953224
923400120,"TAS161","Australia","Bassian","Tasmania","FRDC",-43.19,147.41,2021-03-23,5.4,4,136.5995,4,1,1.38629436111989,10.625,11.5963601623725
923400121,"SBIR14","Australia","Bassian","Tasmania","FRDC",-43.25,147.42,2021-03-30,5.1,30,4886.8866,11,0.5752277754814,1.95646320382668,23.1666666666667,29.36628803705
923400122,"SBIR14","Australia","Bassian","Tasmania","FRDC",-43.25,147.42,2021-03-30,5.2,16,5527.8714,13,0.90625,2.5126585295298,30.3125,35.3278026692155
923400123,"TAS161","Australia","Bassian","Tasmania","FRDC",-43.19,147.41,2021-03-23,5.1,24,833.1383,6,0.396227687364788,1.25923291951957,10.9375,26.3786543602665
923400124,"SBIR14","Australia","Bassian","Tasmania","FRDC",-43.25,147.42,2021-03-30,5.3,22,7217.5145,14,0.829219088735436,2.56315140641633,25.7954545454545,30.1717892288266
923400125,"TAS161","Australia","Bassian","Tasmania","FRDC",-43.19,147.41,2021-03-23,5.2,15,1959.1837,6,0.569661510746833,1.54267196873815,16.3333333333333,35.0646385277705
923400126,"SBIR14","Australia","Bassian","Tasmania","FRDC",-43.25,147.42,2021-03-30,5.4,21,3739.754,9,0.574806502507346,1.75001129423294,24.7619047619048,27.5596232399243
923400127,"TAS161","Australia","Bassian","Tasmania","FRDC",-43.19,147.41,2021-03-23,5.3,11,1496.0599,6,0.684656553107759,1.64173471218752,14.5454545454545,32.3789993301739
923400128,"SBIR21","Australia","Bassian","Tasmania","FRDC",-43.13,147.67,2020-02-07,5.4,39,3388.3194,21,0.763475839907336,2.79704080483114,13.2051282051282,20.6254706979513
923400129,"SBIR21","Australia","Bassian","Tasmania","FRDC",-43.13,147.67,2020-02-07,5.3,21,2360.0426,13,0.73539977270753,2.23894110870478,16.547619047619,21.9804164763806
923400130,"TAS164","Australia","Bassian","Tasmania","FRDC",-43.15,147.39,2019-03-13,5.4,52,4707.7417,26,0.69548684308837,2.74803802010895,17.5,24.417547802166
923400131,"TAS164","Australia","Bassian","Tasmania","FRDC",-43.15,147.39,2019-03-13,5.3,16,809.3597,9,0.683364648336087,1.89468911715399,10.9375,19.2945197913857
923400132,"SBIR21","Australia","Bassian","Tasmania","FRDC",-43.13,147.67,2020-02-07,5.2,30,8124.0386,16,0.76723438303165,2.60951557468843,22,29.905629756609
923400133,"TAS164","Australia","Bassian","Tasmania","FRDC",-43.15,147.39,2019-03-13,5.2,30,3226.1314,13,0.490113962780311,1.66697432692446,10.8333333333333,33.8664706899415
923400134,"SBIR21","Australia","Bassian","Tasmania","FRDC",-43.13,147.67,2020-02-07,5.1,77,15804.4813,25,0.665922283302054,2.89263682474065,19.3831168831169,27.9829124793865
923400135,"TAS164","Australia","Bassian","Tasmania","FRDC",-43.15,147.39,2019-03-13,5.1,61,866.4865,10,0.295333045702026,1.21407689880316,4.4672131147541,22.5856856973536
923400159,"WA184","Australia","Exmouth to Broome","Western Australia","RLS",-20.51,116.65,2021-06-07,3,259,8273.5426,79,0.696509066764532,3.87038112742531,7.67374517374517,19.819289260685
923400160,"WA184","Australia","Exmouth to Broome","Western Australia","RLS",-20.51,116.65,2021-06-07,4.6,1135,16104.0436,91,0.399337928809145,2.80909790637251,7.05246913580247,16.295853343939
923400168,"NMP20","Australia","Ningaloo","Western Australia","RLS",-23.04,113.82,2021-08-06,9,499,20120.0416,116,0.661070489965476,4.10697055568096,7.91082164328657,21.6792282874803
923400169,"NMP-S3","Australia","Ningaloo","Western Australia","RLS",-23.13,113.75,2021-08-10,5,2221,376950.821,141,0.462582213779758,3.56452569682815,16.0310670868978,23.8275203179621
923400170,"NMP20","Australia","Ningaloo","Western Australia","RLS",-23.04,113.82,2021-08-06,8,670,64052.7063,137,0.617684023864472,4.01944148178957,10.794776119403,27.1637134713854
923400171,"NMP19","Australia","Ningaloo","Western Australia","RLS",-23.09,113.74,2021-08-12,1.5,673,91280.7426,183,0.724919101032129,4.72048857051622,15.3194650817236,33.8611117877781
923400172,"NMP-S1","Australia","Ningaloo","Western Australia","RLS",-22.87,113.76,2021-08-08,2.8,770,24895.234,138,0.582756037018115,3.87322419690745,7.79545454545455,24.0998071357755
923400173,"NMP10","Australia","Ningaloo","Western Australia","RLS",-23.21,113.76,2021-08-11,2.1,747,22191.1026,114,0.593715710692709,3.92806184338042,7.1954484605087,15.7721504000437
923400174,"NMP-P2","Australia","Ningaloo","Western Australia","RLS",-23.32,113.78,2021-08-05,2.5,396,9423.8801,102,0.665739598002661,3.98206429248796,6.38888888888889,21.1336762179307
923400175,"NMP10","Australia","Ningaloo","Western Australia","RLS",-23.21,113.76,2021-08-11,2.6,556,20127.3074,103,0.63707042315457,4.02677453188021,7.30215827338129,19.654521138282
923400176,"NMP-BF4","Australia","Exmouth to Broome","Western Australia","RLS",-21.84,114.18,2021-08-09,3.5,1965,99797.6851,146,0.535387775187796,4.05997802073514,9.88676844783715,18.33802207352
923400177,"NMP29","Australia","Ningaloo","Western Australia","RLS",-23.17,113.76,2021-08-07,6.5,908,26712.2167,119,0.523659510225139,3.56677289532209,6.3738986784141,24.2858654631983
923400178,"NMP-BF3","Australia","Exmouth to Broome","Western Australia","RLS",-21.87,114.16,2021-08-09,4.8,2487,101698.4692,117,0.420217950505327,3.28561374487962,11.1208283071974,14.5287205734066
923400179,"NMP-S4","Australia","Ningaloo","Western Australia","RLS",-23.33,113.78,2021-08-05,1.6,1392,15902.7948,139,0.466578075417577,3.3773239249407,4.93534482758621,18.6435566501808
923400180,"NMP11","Australia","Ningaloo","Western Australia","RLS",-23.21,113.76,2021-08-12,5.3,3486,98314.9938,133,0.393826229752472,3.21224767027456,6.94061962134251,19.0133964871389
923400181,"NMP-C1","Australia","Ningaloo","Western Australia","RLS",-23.18,113.76,2021-08-10,2.2,341,13082.3258,87,0.670921208796232,3.91273364121662,7.65395894428153,20.9659711845733
923400182,"NMP26","Australia","Ningaloo","Western Australia","RLS",-23.22,113.75,2021-08-09,13.5,280,14698.5483,70,0.652161413825949,3.67479235421462,10.1339285714286,20.1606792692582
923400183,"NMP22","Australia","Ningaloo","Western Australia","RLS",-22.1,113.88,2021-08-07,1.5,952,34833.4219,144,0.612965851564583,4.20406615706196,9.05199579831933,16.9076795395172
923400184,"NMP9","Australia","Ningaloo","Western Australia","RLS",-23.13,113.76,2021-08-10,2.8,1139,50834.5661,133,0.597012556051934,4.20171822849075,8.84547848990342,19.6906947337945
923400185,"NMP-BF1","Australia","Exmouth to Broome","Western Australia","RLS",-21.84,114.18,2021-08-08,2.5,1973,17322.3381,126,0.474879240437749,3.60305625006537,5.66776482513938,10.654549615909
923400186,"NMP-BF2","Australia","Exmouth to Broome","Western Australia","RLS",-21.85,114.17,2021-08-08,2,2037,89757.3142,145,0.471228171353581,3.59039742984465,9.71649484536082,21.9120902544787
923400187,"NMP6","Australia","Ningaloo","Western Australia","RLS",-23.16,113.76,2021-08-06,2.6,1226,72599.049,81,0.517407856415862,3.67955224007171,9.67169657422512,19.9927765513843
923400188,"NMP-S4","Australia","Ningaloo","Western Australia","RLS",-23.33,113.78,2021-08-05,2,3570,16442.2993,119,0.336200998430387,2.75023204557985,4.95098039215686,8.84950695429805
923400189,"NMP6","Australia","Ningaloo","Western Australia","RLS",-23.16,113.76,2021-08-06,2.7,2070,63204.003,115,0.524742601405663,4.00656922379854,7.56763285024155,16.3608408513303
923400190,"NMP11","Australia","Ningaloo","Western Australia","RLS",-23.21,113.76,2021-08-12,6,1016,61301.9366,134,0.60032594552946,4.15643390268204,9.81299212598425,22.8768872980434
923400191,"NMP-BF3","Australia","Exmouth to Broome","Western Australia","RLS",-21.87,114.16,2021-08-09,5.5,1719,91789.2716,163,0.539691829654273,4.02043320853093,9.79493891797557,23.4448429646325
923400192,"NMP22","Australia","Ningaloo","Western Australia","RLS",-22.1,113.88,2021-08-07,1.8,505,15146.8292,75,0.569876635394571,3.54723041449236,8.84653465346535,14.9568453574429
923400193,"NMP-BF1","Australia","Exmouth to Broome","Western Australia","RLS",-21.84,114.18,2021-08-08,2.2,1988,22118.0929,142,0.485838023709244,3.68988362098547,5.80985915492958,13.7077705962615
